 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05
 0.100E-05 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-05
 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-05 0.100E-05
 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-05 0.100E-05 0.100E-05
 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-05 0.100E-05 0.100E-05 0.100E-05
 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05
 0.100E-05 0.100E-05 0.100E-05 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05
 0.100E-05 0.100E-05 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05
 0.100E-05 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-05
 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-05 0.100E-05
 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-05 0.100E-05 0.100E-05
 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-05 0.100E-05 0.100E-05 0.100E-05
 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05
 0.100E-05 0.100E-05 0.100E-05 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05
 0.100E-05 0.100E-05 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05 0.100E-05
 0.100E-05 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24
 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-24 0.100E-05
